comment,cleaned_comment,tokenized_comment,stopwords_comment,stemmed_comment,cleaned_stemmed,sentiment_prediction
garuda di dadaku...bagimu negeri. satu indonesia kita berjuang.,garuda di dadaku bagimu negeri satu indonesia kita berjuang,"['garuda', 'di', 'dadaku', 'bagimu', 'negeri', 'satu', 'indonesia', 'kita', 'berjuang']","['garuda', 'dadaku', 'bagimu', 'negeri', 'indonesia', 'berjuang']","['garuda', 'dada', 'bagi', 'negeri', 'indonesia', 'juang']",garuda dada bagi negeri indonesia juang,positive
"Sekelas arab saudi yg dilatih mancini bisa datahan imbang,,hebat tim garuda kita👍👍",sekelas arab saudi yang dilatih mancini bisa datahan imbang hebat tim garuda kita,"['sekelas', 'arab', 'saudi', 'yang', 'dilatih', 'mancini', 'bisa', 'datahan', 'imbang', 'hebat', 'tim', 'garuda', 'kita']","['sekelas', 'arab', 'saudi', 'dilatih', 'mancini', 'datahan', 'imbang', 'hebat', 'tim', 'garuda']","['kelas', 'arab', 'saudi', 'latih', 'mancini', 'datahan', 'imbang', 'hebat', 'tim', 'garuda']",kelas arab saudi latih mancini datahan imbang hebat tim garuda,positive
Paes manis man,paes manis man,"['paes', 'manis', 'man']","['paes', 'manis', 'man']","['paes', 'manis', 'man']",paes manis man,positive
"Pengingat❤❤
1.Zikir pagi dan Perbanyak istighfar
2.Perbanyak bersedekah
3.Rutinkan membaca Al-Qur'an
4.Bersemangat menebar kebaikan",pengingat zikir pagi dan perbanyak istighfar perbanyak bersedekah rutinkan membaca al qur an bersemangat menebar kebaikan,"['pengingat', 'zikir', 'pagi', 'dan', 'perbanyak', 'istighfar', 'perbanyak', 'bersedekah', 'rutinkan', 'membaca', 'al', 'qur', 'an', 'bersemangat', 'menebar', 'kebaikan']","['pengingat', 'zikir', 'pagi', 'perbanyak', 'istighfar', 'perbanyak', 'bersedekah', 'rutinkan', 'membaca', 'al', 'qur', 'bersemangat', 'menebar', 'kebaikan']","['ingat', 'zikir', 'pagi', 'banyak', 'istighfar', 'banyak', 'sedekah', 'rutin', 'baca', 'al', 'qur', 'semangat', 'tebar', 'baik']",ingat zikir pagi banyak istighfar banyak sedekah rutin baca al qur semangat tebar baik,positive
Bravo timas🔥,bravo timas,"['bravo', 'timas']","['bravo', 'timas']","['bravo', 'timas']",bravo timas,positive
"Surprisingly good. G kerasa ada inferior complex vs tim langganan pildun, berani 1-on-1, bnyk progressive passes yg efektif, ga buang2 bola melulu, there’s progress. 💪",surprisingly good tidak kerasa ada inferior complex versus tim langganan pildun berani on banyak progressive passes yang efektif tidak buang bola melulu there progress,"['surprisingly', 'good', 'tidak', 'kerasa', 'ada', 'inferior', 'complex', 'versus', 'tim', 'langganan', 'pildun', 'berani', 'on', 'banyak', 'progressive', 'passes', 'yang', 'efektif', 'tidak', 'buang', 'bola', 'melulu', 'there', 'progress']","['surprisingly', 'good', 'kerasa', 'inferior', 'complex', 'versus', 'tim', 'langganan', 'pildun', 'berani', 'progressive', 'passes', 'efektif', 'buang', 'bola', 'melulu', 'progress']","['surprisingly', 'good', 'rasa', 'inferior', 'complex', 'versus', 'tim', 'langgan', 'pildun', 'berani', 'progressive', 'passes', 'efektif', 'buang', 'bola', 'melulu', 'progress']",surprisingly good rasa inferior complex versus tim langgan pildun berani progressive passes efektif buang bola melulu progress,positive
"Alhamdulillah 3 poin 
Bangga melihat permainan timnas Indonesia, terus konsisten Garuda",alhamdulillah poin bangga melihat permainan timnas indonesia terus konsisten garuda,"['alhamdulillah', 'poin', 'bangga', 'melihat', 'permainan', 'timnas', 'indonesia', 'terus', 'konsisten', 'garuda']","['alhamdulillah', 'poin', 'bangga', 'permainan', 'timnas', 'indonesia', 'konsisten', 'garuda']","['alhamdulillah', 'poin', 'bangga', 'main', 'timnas', 'indonesia', 'konsisten', 'garuda']",alhamdulillah poin bangga main timnas indonesia konsisten garuda,positive
Full Highlight berasa Full Time Good luck RCTI,full highlight berasa full time good luck rcti,"['full', 'highlight', 'berasa', 'full', 'time', 'good', 'luck', 'rcti']","['full', 'highlight', 'berasa', 'full', 'time', 'good', 'luck', 'rcti']","['full', 'highlight', 'asa', 'full', 'time', 'good', 'luck', 'rcti']",full highlight asa full time good luck rcti,positive
"Sekelas Arab Saudi bisa di imbangi,bahkan lebih rapi timnas Indonesia mainnya, skill timnas Indonesia sangat mumpuni,aku bangga lihat timnas kayak gini,maju terus Indonesia,kepakan sayapnya setinggi tingginya",sekelas arab saudi bisa di imbangi bahkan lebih rapi timnas indonesia mainnya skill timnas indonesia sangat mumpuni aku bangga lihat timnas kayak gini maju terus indonesia kepakan sayapnya setinggi tingginya,"['sekelas', 'arab', 'saudi', 'bisa', 'di', 'imbangi', 'bahkan', 'lebih', 'rapi', 'timnas', 'indonesia', 'mainnya', 'skill', 'timnas', 'indonesia', 'sangat', 'mumpuni', 'aku', 'bangga', 'lihat', 'timnas', 'kayak', 'gini', 'maju', 'terus', 'indonesia', 'kepakan', 'sayapnya', 'setinggi', 'tingginya']","['sekelas', 'arab', 'saudi', 'imbangi', 'rapi', 'timnas', 'indonesia', 'mainnya', 'skill', 'timnas', 'indonesia', 'mumpuni', 'bangga', 'lihat', 'timnas', 'kayak', 'gini', 'maju', 'indonesia', 'kepakan', 'sayapnya', 'tingginya']","['kelas', 'arab', 'saudi', 'imbang', 'rapi', 'timnas', 'indonesia', 'main', 'skill', 'timnas', 'indonesia', 'mumpuni', 'bangga', 'lihat', 'timnas', 'kayak', 'gin', 'maju', 'indonesia', 'pakan', 'sayap', 'tinggi']",kelas arab saudi imbang rapi timnas indonesia main skill timnas indonesia mumpuni bangga lihat timnas kayak gin maju indonesia pakan sayap tinggi,positive
❤❤❤ MENYALA INDONESIA 🇮🇩🇮🇩🇮🇩🇮🇩,menyala indonesia,"['menyala', 'indonesia']","['menyala', 'indonesia']","['nyala', 'indonesia']",nyala indonesia,positive
Semoga untuk pertandingan berikutnya TIMNAS menang terus..dn maju kepiala dunia.,semoga untuk pertandingan berikutnya timnas menang terus dan maju kepiala dunia,"['semoga', 'untuk', 'pertandingan', 'berikutnya', 'timnas', 'menang', 'terus', 'dan', 'maju', 'kepiala', 'dunia']","['semoga', 'pertandingan', 'timnas', 'menang', 'maju', 'kepiala', 'dunia']","['moga', 'tanding', 'timnas', 'menang', 'maju', 'piala', 'dunia']",moga tanding timnas menang maju piala dunia,positive
"Alhamdulillah, terus berjuang raih asa dan mimpi kita bersama❤",alhamdulillah terus berjuang raih asa dan mimpi kita bersama,"['alhamdulillah', 'terus', 'berjuang', 'raih', 'asa', 'dan', 'mimpi', 'kita', 'bersama']","['alhamdulillah', 'berjuang', 'raih', 'asa', 'mimpi']","['alhamdulillah', 'juang', 'raih', 'asa', 'mimpi']",alhamdulillah juang raih asa mimpi,positive
D'best RCTI!🎉,di best rcti,"['di', 'best', 'rcti']","['best', 'rcti']","['best', 'rcti']",best rcti,positive
towel gatel mana suaranya,towel gatel mana suaranya,"['towel', 'gatel', 'mana', 'suaranya']","['towel', 'gatel', 'suaranya']","['towel', 'gatel', 'suara']",towel gatel suara,positive
king indo ini gaisss,king indo ini gaiss,"['king', 'indo', 'ini', 'gaiss']","['king', 'indo', 'gaiss']","['king', 'indo', 'gaiss']",king indo gaiss,positive
The best Indonesia ku,the best indonesia ku,"['the', 'best', 'indonesia', 'ku']","['best', 'indonesia', 'ku']","['best', 'indonesia', 'ku']",best indonesia ku,positive
Ketenangan Marteen Paes dalam menjaga gawang timnas.. memang luar biasa.. Saya sangat bangga timnas punya kiper kualitas eropa..,ketenangan marteen paes dalam menjaga gawang timnas memang luar biasa saya sangat bangga timnas punya kiper kualitas eropa,"['ketenangan', 'marteen', 'paes', 'dalam', 'menjaga', 'gawang', 'timnas', 'memang', 'luar', 'biasa', 'saya', 'sangat', 'bangga', 'timnas', 'punya', 'kiper', 'kualitas', 'eropa']","['ketenangan', 'marteen', 'paes', 'menjaga', 'gawang', 'timnas', 'bangga', 'timnas', 'kiper', 'kualitas', 'eropa']","['tenang', 'marteen', 'paes', 'jaga', 'gawang', 'timnas', 'bangga', 'timnas', 'kiper', 'kualitas', 'eropa']",tenang marteen paes jaga gawang timnas bangga timnas kiper kualitas eropa,positive
Indonesia udahhhhh kerennnnn,indonesia udahh kerenn,"['indonesia', 'udahh', 'kerenn']","['indonesia', 'udahh', 'kerenn']","['indonesia', 'udahh', 'kerenn']",indonesia udahh kerenn,positive
"Peluang timnas banyak bangett ,,, bisa itu seharusnya 5-0 buat timnas seharusnya ❤",peluang timnas banyak bangett bisa itu seharusnya buat timnas seharusnya,"['peluang', 'timnas', 'banyak', 'bangett', 'bisa', 'itu', 'seharusnya', 'buat', 'timnas', 'seharusnya']","['peluang', 'timnas', 'bangett', 'timnas']","['peluang', 'timnas', 'bangett', 'timnas']",peluang timnas bangett timnas,positive
Bangga nya liat Indonesia ku..udh sekelas Arab Saudi sekarang..,bangga nya lihat indonesia ku sudah sekelas arab saudi sekarang,"['bangga', 'nya', 'lihat', 'indonesia', 'ku', 'sudah', 'sekelas', 'arab', 'saudi', 'sekarang']","['bangga', 'lihat', 'indonesia', 'ku', 'sekelas', 'arab', 'saudi']","['bangga', 'lihat', 'indonesia', 'ku', 'kelas', 'arab', 'saudi']",bangga lihat indonesia ku kelas arab saudi,positive
Saya suka sekali full highlight kaya gini termakasih Rcti Okee,saya suka sekali full highlight kaya gini termakasih rcti okee,"['saya', 'suka', 'sekali', 'full', 'highlight', 'kaya', 'gini', 'termakasih', 'rcti', 'okee']","['suka', 'full', 'highlight', 'kaya', 'gini', 'termakasih', 'rcti', 'okee']","['suka', 'full', 'highlight', 'kaya', 'gin', 'termakasih', 'rcti', 'okee']",suka full highlight kaya gin termakasih rcti okee,positive
terbang lah lebih tinggi garudakuu❤❤🎉🇮🇩🇮🇩,terbang lah lebih tinggi garudakuu,"['terbang', 'lah', 'lebih', 'tinggi', 'garudakuu']","['terbang', 'garudakuu']","['terbang', 'garudakuu']",terbang garudakuu,positive
Arab Hoki Banget Hasil Berakhir Imbang,arab hoki banget hasil berakhir imbang,"['arab', 'hoki', 'banget', 'hasil', 'berakhir', 'imbang']","['arab', 'hoki', 'banget', 'hasil', 'imbang']","['arab', 'hoki', 'banget', 'hasil', 'imbang']",arab hoki banget hasil imbang,positive
Semoga erick Tohir tetap menjadi ketua PSSI agar timnas bisa terus konsisten,semoga erick tohir tetap menjadi ketua pssi agar timnas bisa terus konsisten,"['semoga', 'erick', 'tohir', 'tetap', 'menjadi', 'ketua', 'pssi', 'agar', 'timnas', 'bisa', 'terus', 'konsisten']","['semoga', 'erick', 'tohir', 'ketua', 'pssi', 'timnas', 'konsisten']","['moga', 'erick', 'tohir', 'ketua', 'pssi', 'timnas', 'konsisten']",moga erick tohir ketua pssi timnas konsisten,positive
Bravo timnas..awal laga yg baik...aus..kita hrs menang...❤❤❤😅😅😅,bravo timnas awal laga yang baik aus kita hrs menang,"['bravo', 'timnas', 'awal', 'laga', 'yang', 'baik', 'aus', 'kita', 'hrs', 'menang']","['bravo', 'timnas', 'laga', 'aus', 'hrs', 'menang']","['bravo', 'timnas', 'laga', 'aus', 'hrs', 'menang']",bravo timnas laga aus hrs menang,positive
Trus skarang peringkat brp Indonesia?,terus skarang peringkat brp indonesia,"['terus', 'skarang', 'peringkat', 'brp', 'indonesia']","['skarang', 'peringkat', 'brp', 'indonesia']","['skarang', 'peringkat', 'brp', 'indonesia']",skarang peringkat brp indonesia,positive
Timnas indonesia keren bgt...thanks rcti ku telah menyiarkan timnas kebanggaanku...❤❤❤❤,timnas indonesia keren banget thanks rcti ku telah menyiarkan timnas kebanggaanku,"['timnas', 'indonesia', 'keren', 'banget', 'thanks', 'rcti', 'ku', 'telah', 'menyiarkan', 'timnas', 'kebanggaanku']","['timnas', 'indonesia', 'keren', 'banget', 'thanks', 'rcti', 'ku', 'menyiarkan', 'timnas', 'kebanggaanku']","['timnas', 'indonesia', 'keren', 'banget', 'thanks', 'rcti', 'ku', 'siar', 'timnas', 'bangga']",timnas indonesia keren banget thanks rcti ku siar timnas bangga,positive
Love RCTI sebelah eek,love rcti sebelah eek,"['love', 'rcti', 'sebelah', 'eek']","['love', 'rcti', 'sebelah', 'eek']","['love', 'rcti', 'belah', 'eek']",love rcti belah eek,positive
"Ternyata kek gini rasanya punya TIMNAS jago, best ❤",ternyata seperti gini rasanya punya timnas jago best,"['ternyata', 'seperti', 'gini', 'rasanya', 'punya', 'timnas', 'jago', 'best']","['gini', 'timnas', 'jago', 'best']","['gin', 'timnas', 'jago', 'best']",gin timnas jago best,positive
Witan 8 tampil Efektif...Bravo Timnas next poin lagi vs Australia,witan tampil efektif bravo timnas next poin lagi versus australia,"['witan', 'tampil', 'efektif', 'bravo', 'timnas', 'next', 'poin', 'lagi', 'versus', 'australia']","['witan', 'tampil', 'efektif', 'bravo', 'timnas', 'next', 'poin', 'versus', 'australia']","['witan', 'tampil', 'efektif', 'bravo', 'timnas', 'next', 'poin', 'versus', 'australia']",witan tampil efektif bravo timnas next poin versus australia,positive
"Indonesia maju
Rcti okeeeeee",indonesia maju rcti okee,"['indonesia', 'maju', 'rcti', 'okee']","['indonesia', 'maju', 'rcti', 'okee']","['indonesia', 'maju', 'rcti', 'okee']",indonesia maju rcti okee,positive
Ilmu dari timnas jepang kemarin merasuki timnas Indonesia.di tmbh sty mmg genius🎉,ilmu dari timnas jepang kemarin merasuki timnas indonesia di tmbh sty memang genius,"['ilmu', 'dari', 'timnas', 'jepang', 'kemarin', 'merasuki', 'timnas', 'indonesia', 'di', 'tmbh', 'sty', 'memang', 'genius']","['ilmu', 'timnas', 'jepang', 'kemarin', 'merasuki', 'timnas', 'indonesia', 'tmbh', 'sty', 'genius']","['ilmu', 'timnas', 'jepang', 'kemarin', 'rasuk', 'timnas', 'indonesia', 'tmbh', 'sty', 'genius']",ilmu timnas jepang kemarin rasuk timnas indonesia tmbh sty genius,positive
"Semoga RCTI / MNC Group diberi rezeki yang berlimpah biar selalu dapet lisensi hak siar Timnas Indonesia putra/putri (semua umur). Jangan kasih ke sebelah lagi. Urusin tayangan dangdut aja sudah wkwkwkwkkw 

Apa sih fungsinya highlights? 
1. Ga semua orang punya waktu luang buat nonton live timnas
2. Di beberapa pelosok daerah, ada yang signalnya ga nangkep
3. Dengan highlight yang panjang, setidaknya yang ga bisa nonton live jadi tau gimana jalannya pertandingan

Ada yang mau nambahin?",semoga rcti mnc group diberi rezeki yang berlimpah biar selalu dapet lisensi hak siar timnas indonesia putra putri semua umur jangan kasih ke sebelah lagi urusin tayangan dangdut saja sudah wkwkwkwkkw apa sih fungsinya highlights tidak semua orang punya waktu luang buat nonton live timnas di beberapa pelosok daerah ada yang signalnya tidak nangkep dengan highlight yang panjang setidaknya yang tidak bisa nonton live jadi tau gimana jalannya pertandingan ada yang mau nambahin,"['semoga', 'rcti', 'mnc', 'group', 'diberi', 'rezeki', 'yang', 'berlimpah', 'biar', 'selalu', 'dapet', 'lisensi', 'hak', 'siar', 'timnas', 'indonesia', 'putra', 'putri', 'semua', 'umur', 'jangan', 'kasih', 'ke', 'sebelah', 'lagi', 'urusin', 'tayangan', 'dangdut', 'saja', 'sudah', 'wkwkwkwkkw', 'apa', 'sih', 'fungsinya', 'highlights', 'tidak', 'semua', 'orang', 'punya', 'waktu', 'luang', 'buat', 'nonton', 'live', 'timnas', 'di', 'beberapa', 'pelosok', 'daerah', 'ada', 'yang', 'signalnya', 'tidak', 'nangkep', 'dengan', 'highlight', 'yang', 'panjang', 'setidaknya', 'yang', 'tidak', 'bisa', 'nonton', 'live', 'jadi', 'tau', 'gimana', 'jalannya', 'pertandingan', 'ada', 'yang', 'mau', 'nambahin']","['semoga', 'rcti', 'mnc', 'group', 'rezeki', 'berlimpah', 'biar', 'dapet', 'lisensi', 'hak', 'siar', 'timnas', 'indonesia', 'putra', 'putri', 'umur', 'kasih', 'sebelah', 'urusin', 'tayangan', 'dangdut', 'wkwkwkwkkw', 'sih', 'fungsinya', 'highlights', 'orang', 'luang', 'nonton', 'live', 'timnas', 'pelosok', 'daerah', 'signalnya', 'nangkep', 'highlight', 'nonton', 'live', 'tau', 'gimana', 'jalannya', 'pertandingan', 'nambahin']","['moga', 'rcti', 'mnc', 'group', 'rezeki', 'limpah', 'biar', 'dapet', 'lisensi', 'hak', 'siar', 'timnas', 'indonesia', 'putra', 'putri', 'umur', 'kasih', 'belah', 'urusin', 'tayang', 'dangdut', 'wkwkwkwkkw', 'sih', 'fungsi', 'highlights', 'orang', 'luang', 'nonton', 'live', 'timnas', 'pelosok', 'daerah', 'signalnya', 'nangkep', 'highlight', 'nonton', 'live', 'tau', 'gimana', 'jalan', 'tanding', 'nambahin']",moga rcti mnc group rezeki limpah biar dapet lisensi hak siar timnas indonesia putra putri umur kasih belah urusin tayang dangdut wkwkwkwkkw sih fungsi highlights orang luang nonton live timnas pelosok daerah signalnya nangkep highlight nonton live tau gimana jalan tanding nambahin,positive
"Tetap dukung terus, kalah jangan dihujat❤❤",tetap dukung terus kalah jangan dihujat,"['tetap', 'dukung', 'terus', 'kalah', 'jangan', 'dihujat']","['dukung', 'kalah', 'dihujat']","['dukung', 'kalah', 'hujat']",dukung kalah hujat,positive
gue tadi malam komntator bahsa inggris cui keren banget,saya tadi malam komntator bahsa inggris cui keren banget,"['saya', 'tadi', 'malam', 'komntator', 'bahsa', 'inggris', 'cui', 'keren', 'banget']","['malam', 'komntator', 'bahsa', 'inggris', 'cui', 'keren', 'banget']","['malam', 'komntator', 'bahsa', 'inggris', 'cui', 'keren', 'banget']",malam komntator bahsa inggris cui keren banget,positive
"😂😂 yang goalin 2 siapa eeh yang di puji pemain naturalisasi, lucu nya kalian😂😂",yang goalin siapa eeh yang di puji pemain naturalisasi lucu nya kalian,"['yang', 'goalin', 'siapa', 'eeh', 'yang', 'di', 'puji', 'pemain', 'naturalisasi', 'lucu', 'nya', 'kalian']","['goalin', 'eeh', 'puji', 'pemain', 'naturalisasi', 'lucu']","['goalin', 'eeh', 'puji', 'main', 'naturalisasi', 'lucu']",goalin eeh puji main naturalisasi lucu,positive
"Tadang atau kan dang, Garuda harus pakai kostum putih, agar menang kostum merah di apkir aja buat kostum khusseporter aja, merah berat untuk keberuntungan.",tadang atau kan dang garuda harus pakai kostum putih agar menang kostum merah di apkir saja buat kostum khusseporter saja merah berat untuk keberuntungan,"['tadang', 'atau', 'kan', 'dang', 'garuda', 'harus', 'pakai', 'kostum', 'putih', 'agar', 'menang', 'kostum', 'merah', 'di', 'apkir', 'saja', 'buat', 'kostum', 'khusseporter', 'saja', 'merah', 'berat', 'untuk', 'keberuntungan']","['tadang', 'dang', 'garuda', 'pakai', 'kostum', 'putih', 'menang', 'kostum', 'merah', 'apkir', 'kostum', 'khusseporter', 'merah', 'berat', 'keberuntungan']","['tadang', 'dang', 'garuda', 'pakai', 'kostum', 'putih', 'menang', 'kostum', 'merah', 'apkir', 'kostum', 'khusseporter', 'merah', 'berat', 'untung']",tadang dang garuda pakai kostum putih menang kostum merah apkir kostum khusseporter merah berat untung,positive
Alhamdulillaa😅,alhamdulillaa,['alhamdulillaa'],['alhamdulillaa'],['alhamdulillaa'],alhamdulillaa,positive
Semoga kuota haji indonesia tidak dikurangi.,semoga kuota haji indonesia tidak dikurangi,"['semoga', 'kuota', 'haji', 'indonesia', 'tidak', 'dikurangi']","['semoga', 'kuota', 'haji', 'indonesia', 'dikurangi']","['moga', 'kuota', 'haji', 'indonesia', 'rang']",moga kuota haji indonesia rang,positive
gimana pendapat bung towel?😀,gimana pendapat bung towel,"['gimana', 'pendapat', 'bung', 'towel']","['gimana', 'pendapat', 'towel']","['gimana', 'dapat', 'towel']",gimana dapat towel,positive
Keren komentatornya... Saluutt👍👍👍 semangat,keren komentatornya saluutt semangat,"['keren', 'komentatornya', 'saluutt', 'semangat']","['keren', 'komentatornya', 'saluutt', 'semangat']","['keren', 'komentator', 'saluutt', 'semangat']",keren komentator saluutt semangat,positive
"Berarti benar caranya u bs bersaing lawan tim2 kuat eropa ya timnas indo pakai pemain keturunan di klub eropa serta sisanya lojal yg abroad di luar negeri.Lalu dulu timnas indo sering kalah dr korsel obat nya pakai pelatih korsel 😂 contohnya di laga piala asia u23 timnas u23 indo mampu kalah kan korsel alias double kill 😂 dimana korsel mencampakkan coach stb dulu skrg indo bs kalahkan korsel walau u23.
   Nah,menurutku arab saudi levelnya sedikit masih di bawah tim2 kuat eropa dan amerika latin.shgga timnas indo alhamdulillah bs imbangi arab saudi di kandang.
   Kalo timnas indo lolos pildun.Maka bs liat di mana batas kekuatan sepak bola dunia.kalo timnas indo mampu imbangi tim2 kuat eropa dan amerika latin di pildun.",berarti benar caranya bisa bersaing lawan tim kuat eropa iya timnas indo pakai pemain keturunan di klub eropa serta sisanya lojal yang abroad di luar negeri lalu dulu timnas indo sering kalah dari korsel obat nya pakai pelatih korsel contohnya di laga piala asia timnas indo mampu kalah kan korsel alias double kill dimana korsel mencampakkan coach stb dulu skrg indo bisa kalahkan korsel walau nah menurutku arab saudi levelnya sedikit masih di bawah tim kuat eropa dan amerika latin shgga timnas indo alhamdulillah bisa imbangi arab saudi di kandang kalau timnas indo lolos pildun maka bisa lihat di mana batas kekuatan sepak bola dunia kalau timnas indo mampu imbangi tim kuat eropa dan amerika latin di pildun,"['berarti', 'benar', 'caranya', 'bisa', 'bersaing', 'lawan', 'tim', 'kuat', 'eropa', 'iya', 'timnas', 'indo', 'pakai', 'pemain', 'keturunan', 'di', 'klub', 'eropa', 'serta', 'sisanya', 'lojal', 'yang', 'abroad', 'di', 'luar', 'negeri', 'lalu', 'dulu', 'timnas', 'indo', 'sering', 'kalah', 'dari', 'korsel', 'obat', 'nya', 'pakai', 'pelatih', 'korsel', 'contohnya', 'di', 'laga', 'piala', 'asia', 'timnas', 'indo', 'mampu', 'kalah', 'kan', 'korsel', 'alias', 'double', 'kill', 'dimana', 'korsel', 'mencampakkan', 'coach', 'stb', 'dulu', 'skrg', 'indo', 'bisa', 'kalahkan', 'korsel', 'walau', 'nah', 'menurutku', 'arab', 'saudi', 'levelnya', 'sedikit', 'masih', 'di', 'bawah', 'tim', 'kuat', 'eropa', 'dan', 'amerika', 'latin', 'shgga', 'timnas', 'indo', 'alhamdulillah', 'bisa', 'imbangi', 'arab', 'saudi', 'di', 'kandang', 'kalau', 'timnas', 'indo', 'lolos', 'pildun', 'maka', 'bisa', 'lihat', 'di', 'mana', 'batas', 'kekuatan', 'sepak', 'bola', 'dunia', 'kalau', 'timnas', 'indo', 'mampu', 'imbangi', 'tim', 'kuat', 'eropa', 'dan', 'amerika', 'latin', 'di', 'pildun']","['bersaing', 'lawan', 'tim', 'kuat', 'eropa', 'iya', 'timnas', 'indo', 'pakai', 'pemain', 'keturunan', 'klub', 'eropa', 'sisanya', 'lojal', 'abroad', 'negeri', 'timnas', 'indo', 'kalah', 'korsel', 'obat', 'pakai', 'pelatih', 'korsel', 'contohnya', 'laga', 'piala', 'asia', 'timnas', 'indo', 'kalah', 'korsel', 'alias', 'double', 'kill', 'dimana', 'korsel', 'mencampakkan', 'coach', 'stb', 'skrg', 'indo', 'kalahkan', 'korsel', 'menurutku', 'arab', 'saudi', 'levelnya', 'tim', 'kuat', 'eropa', 'amerika', 'latin', 'shgga', 'timnas', 'indo', 'alhamdulillah', 'imbangi', 'arab', 'saudi', 'kandang', 'timnas', 'indo', 'lolos', 'pildun', 'lihat', 'batas', 'kekuatan', 'sepak', 'bola', 'dunia', 'timnas', 'indo', 'imbangi', 'tim', 'kuat', 'eropa', 'amerika', 'latin', 'pildun']","['saing', 'lawan', 'tim', 'kuat', 'eropa', 'iya', 'timnas', 'indo', 'pakai', 'main', 'turun', 'klub', 'eropa', 'sisa', 'lojal', 'abroad', 'negeri', 'timnas', 'indo', 'kalah', 'korsel', 'obat', 'pakai', 'latih', 'korsel', 'contoh', 'laga', 'piala', 'asia', 'timnas', 'indo', 'kalah', 'korsel', 'alias', 'double', 'kill', 'mana', 'korsel', 'campak', 'coach', 'stb', 'skrg', 'indo', 'kalah', 'korsel', 'turut', 'arab', 'saudi', 'level', 'tim', 'kuat', 'eropa', 'amerika', 'latin', 'shgga', 'timnas', 'indo', 'alhamdulillah', 'imbang', 'arab', 'saudi', 'kandang', 'timnas', 'indo', 'lolos', 'pildun', 'lihat', 'batas', 'kuat', 'sepak', 'bola', 'dunia', 'timnas', 'indo', 'imbang', 'tim', 'kuat', 'eropa', 'amerika', 'latin', 'pildun']",saing lawan tim kuat eropa iya timnas indo pakai main turun klub eropa sisa lojal abroad negeri timnas indo kalah korsel obat pakai latih korsel contoh laga piala asia timnas indo kalah korsel alias double kill mana korsel campak coach stb skrg indo kalah korsel turut arab saudi level tim kuat eropa amerika latin shgga timnas indo alhamdulillah imbang arab saudi kandang timnas indo lolos pildun lihat batas kuat sepak bola dunia timnas indo imbang tim kuat eropa amerika latin pildun,positive
2x menang 1x sering LOLOS Pildun🎉,menang sering lolos pildun,"['menang', 'sering', 'lolos', 'pildun']","['menang', 'lolos', 'pildun']","['menang', 'lolos', 'pildun']",menang lolos pildun,positive
Nanti di kandang kita para pemain kita bakal spartan jos lagi,nanti di kandang kita para pemain kita bakal spartan jos lagi,"['nanti', 'di', 'kandang', 'kita', 'para', 'pemain', 'kita', 'bakal', 'spartan', 'jos', 'lagi']","['kandang', 'pemain', 'spartan', 'jos']","['kandang', 'main', 'spartan', 'jos']",kandang main spartan jos,positive
Ini yg saya suka highlight d rtci sangat lengkat ga seperti tv sebelah tiba cuman goollnya aja.rcti mantap,ini yang saya suka highlight di rtci sangat lengkat tidak seperti tv sebelah tiba cuman goollnya saja rcti mantap,"['ini', 'yang', 'saya', 'suka', 'highlight', 'di', 'rtci', 'sangat', 'lengkat', 'tidak', 'seperti', 'tv', 'sebelah', 'tiba', 'cuman', 'goollnya', 'saja', 'rcti', 'mantap']","['suka', 'highlight', 'rtci', 'lengkat', 'tv', 'sebelah', 'cuman', 'goollnya', 'rcti', 'mantap']","['suka', 'highlight', 'rtci', 'lengkat', 'tv', 'belah', 'cuman', 'goollnya', 'rcti', 'mantap']",suka highlight rtci lengkat tv belah cuman goollnya rcti mantap,positive
Ngeri banget permainan timnas pokoknya menyala,ngeri banget permainan timnas pokoknya menyala,"['ngeri', 'banget', 'permainan', 'timnas', 'pokoknya', 'menyala']","['ngeri', 'banget', 'permainan', 'timnas', 'pokoknya', 'menyala']","['ngeri', 'banget', 'main', 'timnas', 'pokok', 'nyala']",ngeri banget main timnas pokok nyala,positive
liat permainan sandy walsh slalu konsisten ..nich penampilan sandy walsh paling epic,lihat permainan sandy walsh slalu konsisten nich penampilan sandy walsh paling epic,"['lihat', 'permainan', 'sandy', 'walsh', 'slalu', 'konsisten', 'nich', 'penampilan', 'sandy', 'walsh', 'paling', 'epic']","['lihat', 'permainan', 'sandy', 'walsh', 'slalu', 'konsisten', 'nich', 'penampilan', 'sandy', 'walsh', 'epic']","['lihat', 'main', 'sandy', 'walsh', 'slalu', 'konsisten', 'nich', 'tampil', 'sandy', 'walsh', 'epic']",lihat main sandy walsh slalu konsisten nich tampil sandy walsh epic,positive
Bg paes no.1 jago kali ahh!!,bang paes no jago kali ahh,"['bang', 'paes', 'no', 'jago', 'kali', 'ahh']","['bang', 'paes', 'jago', 'kali', 'ahh']","['bang', 'paes', 'jago', 'kali', 'ahh']",bang paes jago kali ahh,positive
